dat;n;p;M_max;Q;Overflow penalty;Time;Obj;GAP;Overflow;Dist;Route Time;% Collected;Avg Visit;Route;Nodes
abs5n40,dat;39;5;1;1197;50;3600;22617,464;8,03%;328;6217,46;[[3,98], [3,98], [3,99], [3,7], [0]];72,92%;1,62;[[[0, 18, 34, 17, 39, 14, 12, 37, 36, 28, 35, 23, 16, 29, 1, 7, 20, 15, 40, 0]], [[0, 18, 6, 4, 30, 31, 3, 19, 38, 25, 8, 14, 37, 20, 9, 32, 33, 40, 0]], [[0, 34, 17, 39, 26, 22, 14, 11, 36, 23, 10, 29, 1, 2, 9, 15, 33, 24, 40, 0]], [[0, 18, 6, 4, 30, 25, 12, 37, 16, 7, 20, 32, 15, 33, 40, 0]], []];244046
abs5n40,dat;39;5;1;1197;30;3600,01;17801,897;18,24%;399;5831,9;[[3,95], [3,92], [3,89], [3,53], [0]];75,93%;1,56;[[[0, 18, 30, 6, 34, 27, 36, 35, 23, 11, 14, 37, 7, 1, 29, 40, 0]], [[0, 38, 25, 8, 17, 39, 26, 22, 14, 12, 37, 16, 29, 1, 20, 2, 9, 32, 15, 33, 24, 40, 0]], [[0, 18, 30, 4, 6, 34, 27, 21, 28, 36, 23, 10, 5, 40, 0]], [[0, 25, 8, 17, 39, 26, 14, 37, 7, 1, 29, 20, 32, 15, 33, 24, 40, 0]], []];219730
abs5n40,dat;39;5;1;1197;10;2446,07;9388,418;0,00%;370;5688,42;[[4,0], [3,96], [3,94], [3,38], [0]];75,11%;1,54;[[[0, 18, 6, 34, 17, 39, 22, 37, 12, 14, 11, 36, 28, 35, 23, 16, 7, 1, 29, 40, 0]], [[0, 30, 31, 3, 19, 38, 25, 8, 14, 37, 20, 2, 9, 32, 15, 33, 24, 40, 0]], [[0, 18, 6, 34, 17, 39, 26, 36, 35, 23, 10, 16, 1, 29, 40, 0]], [[0, 25, 8, 22, 14, 12, 37, 7, 20, 9, 32, 15, 33, 24, 40, 0]], []];193706
abs5n40,dat;39;5;2;599;50;661,7;8285,567;0,00%;8;7885,57;[[0, 3,6], [3,81, 3,88], [4,0, 0], [0, 3,98], [0, 0]];66,57%;2;[[[0, 18, 34, 17, 14, 37, 35, 23, 29, 1, 7, 20, 32, 15, 40, 0]], [[0, 18, 6, 4, 30, 31, 38, 3, 13, 19, 9, 2, 20, 33, 24, 40, 0], [0, 25, 8, 17, 39, 26, 22, 14, 12, 37, 16, 11, 36, 27, 21, 28, 35, 23, 5, 40, 0]], [[0, 18, 34, 27, 36, 35, 23, 10, 14, 37, 7, 1, 29, 20, 9, 32, 15, 33, 40, 0]], [[0, 18, 6, 4, 30, 19, 25, 8, 17, 39, 26, 14, 1, 20, 15, 33, 24, 40, 0]], []];40125
abs5n40,dat;39;5;2;599;30;638,2;8048,826;0,00%;13;7658,83;[[0, 3,23], [3,83, 3,89], [3,98, 0], [3,98, 0], [0, 0]];69,93%;1,9;[[[0, 18, 34, 27, 36, 35, 23, 14, 37, 7, 1, 29, 40, 0]], [[0, 25, 8, 17, 39, 26, 22, 14, 12, 37, 20, 1, 16, 11, 28, 35, 23, 5, 40, 0], [0, 18, 6, 4, 30, 31, 38, 3, 13, 19, 2, 9, 32, 15, 33, 40, 0]], [[0, 18, 34, 27, 21, 36, 35, 23, 10, 14, 37, 7, 29, 20, 9, 32, 33, 24, 40, 0]], [[0, 18, 6, 4, 30, 19, 25, 8, 17, 39, 26, 14, 1, 20, 15, 33, 40, 0]], []];24821
abs5n40,dat;39;5;2;599;10;3600,03;7505,085;3,31%;88;6625,09;[[2,43, 0], [3,47, 3,72], [3,46, 3,48], [0, 0], [0, 0]];69,83%;1,64;[[[0, 25, 8, 17, 39, 22, 14, 37, 7, 1, 29, 40, 0]], [[0, 34, 27, 21, 28, 35, 23, 11, 14, 12, 37, 2, 20, 40, 0], [0, 18, 6, 30, 31, 38, 3, 13, 19, 9, 32, 15, 33, 24, 40, 0]], [[0, 25, 8, 17, 39, 26, 22, 14, 37, 16, 29, 1, 7, 20, 9, 32, 15, 33, 24, 40, 0], [0, 18, 30, 4, 6, 34, 27, 36, 35, 23, 10, 5, 40, 0]], [], []];162057
abs1n45,dat;44;5;1;1306;50;3600;19990,119;30,72%;276;6190,12;[[3,96], [3,9], [3,99], [3,55], [0]];76,44%;1,52;[[[0, 40, 15, 34, 23, 12, 9, 13, 19, 3, 35, 22, 37, 4, 30, 14, 31, 7, 27, 45, 0]], [[0, 24, 6, 11, 2, 36, 41, 38, 43, 10, 42, 17, 28, 44, 18, 20, 16, 32, 39, 45, 0]], [[0, 15, 34, 40, 12, 3, 5, 8, 22, 1, 30, 14, 26, 7, 25, 27, 16, 45, 0]], [[0, 23, 24, 6, 36, 9, 13, 41, 10, 17, 28, 44, 21, 20, 18, 39, 45, 0]], []];138622
abs1n45,dat;44;5;1;1306;30;3600,02;13115,796;14,67%;232;6155,8;[[3,98], [3,98], [3,8], [3,83], [0]];76,29%;1,52;[[[0, 34, 15, 24, 6, 36, 9, 13, 41, 38, 43, 17, 44, 28, 39, 19, 3, 35, 8, 45, 0]], [[0, 40, 23, 12, 3, 35, 37, 4, 30, 1, 22, 32, 26, 14, 31, 7, 27, 16, 20, 18, 45, 0]], [[0, 34, 15, 24, 6, 11, 2, 36, 41, 38, 10, 42, 17, 44, 28, 29, 39, 45, 0]], [[0, 40, 12, 35, 3, 19, 8, 22, 30, 14, 25, 27, 16, 20, 18, 45, 0]], []];153937
abs1n45,dat;44;5;1;1306;10;3600;8616,994;10,28%;300;5616,99;[[3,92], [3,85], [3,76], [3,75], [0]];75,79%;1,48;[[[0, 40, 15, 34, 23, 35, 3, 19, 5, 8, 32, 22, 30, 14, 31, 7, 25, 27, 16, 20, 18, 45, 0]], [[0, 24, 6, 11, 36, 41, 38, 43, 10, 42, 17, 44, 28, 29, 13, 9, 12, 35, 3, 39, 45, 0]], [[0, 40, 23, 34, 15, 33, 37, 4, 22, 1, 30, 14, 26, 32, 16, 45, 0]], [[0, 24, 6, 36, 41, 12, 35, 3, 19, 8, 39, 18, 20, 45, 0]], []];191517
abs1n45,dat;44;5;2;653;50;3600,01;8536,705;3,00%;14;7836,71;[[0, 2,59], [3,35, 3,51], [0, 3,35], [3,02, 2,84], [0, 0]];74,12%;1,86;[[[0, 24, 6, 12, 3, 35, 22, 14, 26, 32, 8, 45, 0]], [[0, 34, 15, 33, 37, 4, 30, 14, 31, 7, 25, 27, 16, 20, 18, 39, 45, 0], [0, 40, 23, 35, 3, 19, 9, 13, 36, 41, 38, 43, 10, 42, 17, 44, 28, 29, 45, 0]], [[0, 24, 6, 11, 2, 36, 9, 12, 35, 3, 5, 8, 22, 1, 14, 26, 32, 45, 0]], [[0, 40, 23, 34, 15, 33, 4, 30, 14, 31, 7, 27, 16, 45, 0], [0, 24, 6, 36, 41, 10, 17, 28, 44, 21, 20, 18, 39, 45, 0]], []];57764
abs1n45,dat;44;5;2;653;30;3600;8135,027;2,17%;21;7505,03;[[2,84, 0], [3,8, 3,12], [0, 3,91], [3,82, 0], [0, 0]];71,32%;1,75;[[[0, 15, 34, 23, 35, 3, 5, 8, 22, 30, 14, 26, 32, 45, 0]], [[0, 24, 6, 11, 2, 36, 12, 19, 3, 35, 37, 1, 14, 31, 7, 25, 27, 16, 45, 0], [0, 40, 9, 13, 41, 38, 43, 10, 42, 29, 28, 17, 44, 21, 20, 18, 39, 45, 0]], [[0, 24, 6, 36, 12, 3, 35, 23, 34, 15, 33, 4, 30, 14, 26, 32, 22, 8, 45, 0]], [[0, 40, 15, 24, 6, 36, 41, 10, 17, 28, 44, 27, 16, 20, 18, 39, 45, 0]], []];103006
abs1n45,dat;44;5;2;653;10;1647,9;6879,142;0,00%;98;5899,14;[[0, 0], [3,56, 3,88], [3,95, 3,65], [0, 0], [0, 0]];76,79%;1,48;[[], [[0, 24, 6, 36, 41, 38, 17, 44, 28, 29, 13, 9, 12, 35, 3, 45, 0], [0, 40, 34, 15, 33, 37, 22, 1, 30, 14, 31, 7, 27, 16, 32, 39, 45, 0]], [[0, 15, 34, 23, 12, 35, 3, 19, 5, 8, 22, 4, 30, 14, 26, 31, 7, 25, 27, 16, 45, 0], [0, 40, 24, 6, 11, 2, 36, 41, 43, 10, 42, 17, 28, 44, 21, 20, 18, 39, 45, 0]], [], []];66907
abs2n45,dat;44;5;1;1293;50;3600;24389,691;25,70%;346;7089,69;[[3,96], [3,97], [3,99], [3,34], [0]];76,73%;1,5;[[[0, 14, 20, 12, 4, 31, 7, 13, 41, 38, 36, 32, 29, 15, 8, 2, 17, 45, 0]], [[0, 24, 33, 14, 20, 31, 37, 9, 13, 27, 38, 10, 43, 3, 44, 35, 16, 36, 28, 23, 45, 0]], [[0, 39, 40, 14, 18, 20, 12, 4, 7, 9, 26, 6, 29, 22, 15, 42, 8, 34, 2, 17, 45, 0]], [[0, 24, 33, 31, 13, 41, 27, 38, 10, 21, 16, 36, 23, 45, 0]], []];177874
abs2n45,dat;44;5;1;1293;30;3600,02;16058,134;2,14%;310;6758,13;[[4,0], [3,99], [3,49], [3,74], [0]];76,34%;1,55;[[[0, 39, 24, 33, 14, 20, 31, 7, 13, 36, 32, 29, 15, 5, 8, 2, 23, 17, 45, 0]], [[0, 40, 14, 18, 20, 12, 4, 7, 31, 37, 9, 13, 41, 27, 10, 43, 38, 35, 16, 36, 28, 23, 45, 0]], [[0, 30, 1, 24, 33, 26, 6, 32, 11, 29, 22, 15, 42, 8, 34, 2, 17, 45, 0]], [[0, 39, 18, 14, 20, 12, 4, 31, 7, 13, 27, 10, 38, 16, 23, 45, 0]], []];261354
abs2n45,dat;44;5;1;1293;10;3600,01;9799,855;10,55%;326;6539,86;[[3,96], [3,94], [3,49], [3,39], [0]];77,37%;1,5;[[[0, 39, 24, 33, 14, 20, 31, 7, 13, 32, 29, 15, 5, 8, 2, 28, 23, 17, 45, 0]], [[0, 40, 14, 18, 20, 12, 4, 7, 31, 37, 9, 13, 41, 27, 10, 43, 38, 35, 16, 36, 23, 45, 0]], [[0, 30, 1, 24, 33, 26, 6, 32, 11, 29, 22, 15, 42, 8, 34, 2, 17, 45, 0]], [[0, 39, 18, 14, 20, 12, 4, 31, 7, 13, 36, 16, 28, 23, 45, 0]], []];182708
abs2n45,dat;44;5;2;647;50;3600,01;10048,305;6,44%;7;9698,3;[[0, 3,45], [3,95, 2,86], [3,68, 2,7], [3,8, 0], [0, 0]];68,70%;1,91;[[[0, 14, 20, 12, 4, 31, 7, 13, 36, 32, 29, 15, 2, 17, 45, 0]], [[0, 18, 14, 20, 37, 9, 31, 7, 13, 27, 38, 43, 3, 44, 35, 16, 36, 28, 23, 45, 0], [0, 24, 33, 32, 11, 29, 22, 15, 42, 5, 34, 8, 2, 45, 0]], [[0, 39, 40, 14, 20, 12, 4, 25, 31, 9, 13, 41, 27, 38, 10, 21, 19, 44, 17, 45, 0], [0, 30, 1, 24, 33, 26, 6, 32, 36, 16, 45, 0]], [[0, 24, 33, 18, 14, 20, 4, 7, 36, 32, 29, 15, 8, 2, 23, 45, 0]], []];70746
abs2n45,dat;44;5;2;647;30;3600,01;9260,559;2,93%;45;7910,56;[[0, 0], [3,91, 3,71], [3,64, 3,57], [0, 2,98], [0, 0]];80,54%;1,64;[[], [[0, 18, 14, 20, 12, 4, 7, 31, 37, 9, 13, 27, 38, 43, 35, 45, 0], [0, 33, 24, 1, 29, 15, 8, 2, 32, 36, 16, 28, 23, 17, 45, 0]], [[0, 30, 24, 33, 26, 6, 36, 32, 11, 29, 22, 15, 42, 5, 34, 8, 2, 45, 0], [0, 39, 40, 14, 20, 9, 31, 4, 25, 27, 41, 38, 10, 21, 19, 3, 44, 17, 45, 0]], [[0, 24, 33, 18, 14, 20, 12, 4, 7, 13, 36, 16, 23, 45, 0]], []];84034
abs2n45,dat;44;5;2;647;10;3600,01;7699,136;3,26%;105;6649,14;[[0, 0], [3,92, 3,79], [3,78, 3,96], [0, 0], [0, 0]];79,99%;1,43;[[], [[0, 14, 20, 12, 4, 7, 31, 37, 9, 13, 27, 38, 43, 35, 17, 45, 0], [0, 39, 33, 24, 1, 29, 15, 42, 5, 2, 8, 32, 36, 16, 23, 45, 0]], [[0, 30, 24, 33, 26, 6, 29, 22, 15, 8, 34, 2, 11, 32, 36, 16, 28, 23, 45, 0], [0, 40, 14, 18, 20, 12, 4, 25, 7, 31, 9, 13, 41, 27, 38, 10, 19, 3, 44, 45, 0]], [], []];69802
abs3n45,dat;44;5;1;1287;50;2182,59;8660,745;0,00%;41;6610,75;[[4,0], [3,94], [3,9], [3,58], [0]];72,72%;1,8;[[[0, 41, 3, 11, 33, 14, 6, 30, 8, 29, 23, 1, 40, 38, 20, 2, 24, 28, 17, 15, 32, 12, 37, 45, 0]], [[0, 38, 43, 22, 44, 27, 21, 39, 25, 36, 7, 31, 23, 5, 16, 14, 9, 13, 35, 26, 45, 0]], [[0, 3, 4, 34, 14, 16, 6, 30, 33, 19, 40, 42, 10, 20, 2, 24, 15, 32, 28, 18, 12, 37, 45, 0]], [[0, 38, 22, 44, 27, 36, 7, 31, 1, 23, 29, 8, 5, 33, 11, 3, 41, 26, 45, 0]], []];166526
abs3n45,dat;44;5;1;1287;30;3236,84;7839,191;0,00%;43;6549,19;[[3,95], [3,93], [3,85], [3,65], [0]];72,88%;1,8;[[[0, 3, 4, 11, 14, 16, 6, 30, 8, 29, 23, 1, 40, 38, 20, 2, 24, 28, 17, 15, 32, 12, 37, 45, 0]], [[0, 38, 43, 22, 44, 27, 39, 25, 36, 7, 31, 23, 5, 33, 34, 14, 9, 13, 35, 26, 45, 0]], [[0, 41, 3, 14, 16, 6, 30, 33, 19, 40, 42, 10, 20, 2, 24, 15, 32, 28, 18, 12, 37, 45, 0]], [[0, 38, 22, 44, 27, 21, 36, 7, 31, 1, 23, 29, 8, 5, 33, 11, 3, 4, 26, 45, 0]], []];175522
abs3n45,dat;44;5;1;1287;10;667,72;6736,847;0,00%;81;5926,85;[[3,43], [3,99], [3,8], [3,27], [0]];78,14%;1,59;[[[0, 3, 13, 14, 34, 33, 5, 40, 38, 20, 2, 24, 15, 32, 12, 37, 26, 45, 0]], [[0, 38, 43, 22, 44, 27, 21, 39, 36, 7, 31, 23, 29, 8, 30, 6, 16, 14, 9, 35, 45, 0]], [[0, 41, 3, 4, 11, 33, 5, 1, 19, 40, 42, 10, 38, 20, 2, 24, 17, 15, 32, 28, 18, 12, 37, 26, 45, 0]], [[0, 22, 7, 36, 25, 23, 30, 6, 16, 14, 34, 13, 26, 45, 0]], []];30067
abs3n45,dat;44;5;2;644;50;3600,03;8096,268;1,53%;8;7696,27;[[0, 3,98], [3,99, 0], [3,13, 2,48], [0, 3,99], [0, 0]];67,93%;1,95;[[[0, 41, 3, 11, 14, 16, 6, 30, 23, 7, 31, 40, 38, 20, 2, 24, 17, 15, 32, 28, 18, 12, 37, 45, 0]], [[0, 38, 43, 22, 44, 27, 21, 39, 36, 7, 31, 23, 5, 33, 16, 14, 9, 13, 35, 26, 45, 0]], [[0, 19, 1, 31, 36, 25, 29, 8, 30, 6, 16, 14, 34, 33, 3, 4, 26, 45, 0], [0, 40, 42, 10, 38, 20, 2, 24, 17, 15, 32, 28, 18, 12, 37, 45, 0]], [[0, 41, 3, 11, 33, 6, 5, 23, 7, 36, 27, 44, 22, 24, 15, 26, 45, 0]], []];54075
abs3n45,dat;44;5;2;644;30;3600;7747,476;1,41%;25;6997,48;[[0, 1,39], [3,06, 3,78], [1,48, 3,24], [0, 3,77], [0, 0]];75,22%;1,73;[[[0, 38, 20, 2, 28, 18, 12, 37, 45, 0]], [[0, 41, 3, 33, 5, 23, 30, 6, 16, 14, 9, 13, 35, 26, 45, 0], [0, 38, 43, 42, 40, 31, 7, 36, 39, 21, 27, 44, 22, 24, 17, 15, 32, 45, 0]], [[0, 10, 38, 20, 2, 28, 18, 12, 37, 45, 0], [0, 19, 40, 1, 31, 36, 25, 29, 8, 30, 6, 16, 14, 34, 33, 11, 3, 4, 26, 45, 0]], [[0, 41, 3, 33, 5, 23, 7, 36, 27, 44, 22, 24, 15, 32, 26, 45, 0]], []];102453
abs3n45,dat;44;5;2;644;10;3600,01;6542,071;2,82%;108;5462,07;[[0, 0], [3,65, 3,29], [3,33, 3,51], [0, 0], [0, 0]];77,67%;1,45;[[], [[0, 43, 22, 27, 36, 7, 31, 23, 5, 30, 6, 16, 14, 13, 35, 45, 0], [0, 3, 33, 19, 40, 38, 20, 2, 24, 17, 15, 32, 12, 37, 26, 45, 0]], [[0, 10, 38, 20, 41, 3, 4, 11, 33, 5, 23, 29, 8, 30, 6, 16, 34, 14, 9, 45, 0], [0, 42, 40, 1, 31, 7, 36, 25, 39, 21, 27, 44, 22, 24, 2, 28, 18, 12, 26, 45, 0]], [], []];128299
abs4n45,dat;44;5;1;1368;50;3600,01;24879,793;7,02%;369;6429,79;[[3,99], [3,97], [3,95], [3,95], [0]];77,48%;1,52;[[[0, 12, 20, 36, 15, 5, 1, 34, 8, 24, 35, 7, 25, 38, 10, 43, 26, 28, 23, 3, 45, 0]], [[0, 39, 40, 32, 14, 18, 27, 41, 33, 31, 35, 2, 37, 9, 13, 44, 45, 0]], [[0, 11, 12, 20, 36, 15, 42, 1, 34, 8, 24, 4, 25, 10, 43, 26, 28, 23, 3, 6, 45, 0]], [[0, 39, 40, 32, 14, 18, 41, 38, 10, 26, 21, 7, 31, 13, 44, 45, 0]], []];201307
abs4n45,dat;44;5;1;1368;30;3600,01;17785,852;9,62%;380;6385,85;[[3,98], [3,97], [3,95], [3,84], [0]];77,59%;1,5;[[[0, 12, 20, 36, 15, 16, 1, 34, 8, 24, 35, 7, 4, 38, 10, 43, 25, 26, 28, 23, 3, 45, 0]], [[0, 39, 40, 32, 14, 18, 27, 41, 33, 31, 35, 2, 37, 9, 13, 44, 45, 0]], [[0, 11, 12, 30, 20, 15, 42, 1, 34, 8, 24, 25, 10, 43, 26, 28, 23, 3, 6, 45, 0]], [[0, 39, 40, 32, 14, 18, 41, 38, 4, 7, 31, 35, 13, 44, 45, 0]], []];140252
abs4n45,dat;44;5;1;1368;10;2491,4;10102,926;0,00%;377;6332,93;[[3,96], [3,97], [3,95], [3,82], [0]];76,83%;1,52;[[[0, 12, 20, 36, 15, 16, 1, 34, 8, 24, 35, 7, 25, 38, 10, 43, 26, 21, 28, 23, 3, 45, 0]], [[0, 39, 40, 32, 14, 18, 27, 41, 33, 31, 35, 2, 37, 9, 13, 44, 45, 0]], [[0, 11, 12, 20, 36, 15, 42, 1, 34, 8, 24, 4, 25, 10, 43, 26, 28, 23, 3, 6, 45, 0]], [[0, 39, 40, 32, 14, 18, 41, 38, 25, 7, 31, 35, 13, 44, 45, 0]], []];131151
abs4n45,dat;44;5;2;684;50;3600,03;9889,118;4,57%;7;9539,12;[[3,76, 0], [3,97, 3,93], [0, 3,02], [2,78, 3,6], [0, 0]];70,27%;2,02;[[[0, 40, 32, 14, 18, 10, 25, 7, 31, 35, 34, 1, 37, 9, 13, 44, 3, 45, 0]], [[0, 39, 32, 14, 18, 41, 33, 24, 35, 31, 25, 38, 10, 43, 26, 21, 28, 23, 19, 17, 3, 45, 0], [0, 11, 12, 30, 20, 36, 15, 42, 16, 8, 34, 1, 5, 22, 29, 13, 44, 45, 0]], [[0, 40, 32, 14, 18, 27, 4, 31, 35, 2, 37, 9, 6, 3, 45, 0]], [[0, 39, 32, 14, 18, 41, 10, 25, 26, 28, 23, 3, 45, 0], [0, 12, 20, 36, 15, 5, 1, 34, 8, 24, 33, 7, 13, 44, 45, 0]], []];61588
abs4n45,dat;44;5;2;684;30;3600,01;9740,604;6,73%;10;9440,6;[[3,64, 0], [3,87, 3,26], [3,99, 0], [2,78, 3,22], [0, 0]];72,13%;1,91;[[[0, 40, 32, 14, 18, 10, 7, 31, 35, 34, 1, 5, 13, 44, 45, 0]], [[0, 11, 12, 30, 20, 36, 15, 42, 16, 8, 24, 33, 31, 35, 2, 37, 9, 13, 44, 45, 0], [0, 39, 32, 14, 18, 41, 38, 10, 43, 25, 26, 21, 28, 23, 19, 17, 3, 45, 0]], [[0, 40, 32, 14, 18, 27, 4, 31, 35, 34, 1, 5, 22, 29, 13, 6, 3, 45, 0]], [[0, 39, 32, 14, 18, 41, 10, 25, 26, 28, 23, 3, 45, 0], [0, 12, 20, 36, 15, 1, 8, 24, 33, 7, 44, 45, 0]], []];70564
abs4n45,dat;44;5;2;684;10;3600,01;8428,882;7,87%;104;7388,88;[[3,01, 0], [3,56, 3,66], [0, 3,89], [0, 3,63], [0, 0]];79,40%;1,59;[[[0, 12, 20, 36, 15, 1, 5, 22, 29, 13, 45, 0]], [[0, 39, 41, 4, 7, 31, 35, 24, 16, 8, 34, 2, 37, 9, 13, 44, 45, 0], [0, 40, 32, 14, 18, 27, 38, 10, 43, 25, 26, 28, 23, 19, 17, 3, 45, 0]], [[0, 11, 12, 30, 20, 36, 15, 42, 5, 1, 34, 8, 24, 33, 31, 35, 6, 13, 44, 45, 0]], [[0, 39, 40, 32, 14, 18, 41, 10, 25, 26, 21, 28, 23, 3, 45, 0]], []];68339
abs5n45,dat;44;5;1;1391;50;3600;13852,175;19,56%;163;5702,18;[[3,99], [3,99], [3,94], [3,79], [0]];73,00%;1,86;[[[0, 1, 12, 25, 29, 20, 8, 35, 37, 18, 7, 31, 44, 24, 34, 16, 15, 4, 39, 38, 43, 10, 32, 45, 0]], [[0, 28, 18, 37, 29, 20, 13, 27, 9, 22, 30, 14, 5, 36, 41, 23, 3, 38, 43, 10, 32, 45, 0]], [[0, 33, 9, 6, 40, 21, 25, 12, 1, 18, 26, 11, 17, 44, 24, 34, 16, 15, 4, 39, 2, 19, 42, 32, 45, 0]], [[0, 28, 31, 7, 18, 37, 8, 20, 29, 25, 13, 14, 30, 22, 32, 10, 38, 43, 45, 0]], []];156892
abs5n45,dat;44;5;1;1391;30;3600,01;10179,883;12,81%;154;5559,88;[[3,88], [3,99], [3,73], [3,75], [0]];73,75%;1,82;[[[0, 1, 29, 20, 8, 35, 37, 18, 7, 31, 17, 44, 24, 34, 16, 15, 4, 39, 38, 43, 10, 32, 45, 0]], [[0, 28, 1, 12, 25, 29, 20, 13, 27, 40, 6, 9, 22, 30, 14, 5, 36, 41, 23, 3, 38, 43, 10, 32, 45, 0]], [[0, 28, 33, 2, 31, 7, 26, 18, 37, 11, 44, 24, 34, 16, 15, 4, 39, 43, 19, 42, 32, 45, 0]], [[0, 1, 12, 25, 29, 8, 20, 13, 21, 6, 9, 22, 14, 30, 41, 38, 10, 45, 0]], []];147602
abs5n45,dat;44;5;1;1391;10;3600,01;7096,812;3,31%;172;5376,81;[[3,94], [3,99], [3,71], [3,54], [0]];73,38%;1,8;[[[0, 1, 12, 29, 8, 35, 37, 18, 26, 7, 31, 17, 44, 24, 34, 16, 15, 4, 39, 38, 43, 10, 32, 45, 0]], [[0, 28, 25, 20, 13, 27, 40, 6, 9, 42, 22, 30, 14, 5, 36, 41, 23, 3, 38, 43, 10, 32, 45, 0]], [[0, 28, 33, 1, 12, 29, 20, 8, 37, 18, 11, 44, 24, 34, 16, 15, 4, 39, 2, 19, 43, 45, 0]], [[0, 31, 7, 26, 18, 1, 25, 13, 21, 6, 9, 14, 30, 22, 32, 38, 10, 45, 0]], []];154619
abs5n45,dat;44;5;2;696;50;3600;7601,951;0,94%;12;7001,95;[[3,1, 0], [3,47, 3,45], [0, 3,9], [0, 3,96], [0, 0]];65,74%;2,09;[[[0, 1, 18, 37, 35, 8, 29, 20, 13, 27, 14, 30, 22, 42, 32, 10, 38, 43, 45, 0]], [[0, 2, 31, 7, 18, 37, 35, 11, 17, 44, 24, 34, 16, 15, 4, 39, 19, 45, 0], [0, 28, 1, 12, 25, 29, 20, 13, 21, 40, 33, 9, 14, 5, 36, 41, 23, 3, 38, 43, 10, 32, 45, 0]], [[0, 28, 26, 7, 18, 37, 35, 8, 29, 20, 13, 27, 6, 9, 14, 30, 22, 42, 32, 38, 4, 43, 45, 0]], [[0, 33, 25, 20, 12, 1, 18, 44, 24, 34, 39, 4, 15, 23, 41, 36, 32, 10, 45, 0]], []];75246
abs5n45,dat;44;5;2;696;30;1109,84;7189,238;0,00%;23;6499,24;[[0, 3,01], [2,92, 3,77], [3,72, 0], [3,99, 0], [0, 0]];66,98%;2,02;[[[0, 28, 1, 12, 25, 13, 20, 29, 8, 35, 37, 18, 26, 7, 31, 43, 38, 10, 32, 45, 0]], [[0, 2, 19, 43, 10, 38, 3, 23, 41, 36, 5, 14, 30, 22, 42, 32, 45, 0], [0, 28, 33, 9, 40, 21, 27, 13, 20, 8, 35, 37, 11, 17, 44, 24, 34, 16, 15, 4, 39, 45, 0]], [[0, 28, 33, 9, 6, 13, 25, 1, 12, 29, 20, 8, 35, 37, 18, 26, 7, 31, 4, 38, 43, 32, 45, 0]], [[0, 1, 18, 44, 24, 34, 39, 4, 15, 23, 41, 36, 14, 30, 22, 10, 45, 0]], []];31955
abs5n45,dat;44;5;2;696;10;1834,89;6171,911;0,00%;90;5271,91;[[0, 0], [3,69, 3,41], [2,71, 3,19], [2,76, 0], [0, 0]];85,89%;1,57;[[], [[0, 28, 18, 37, 35, 11, 17, 44, 24, 34, 16, 15, 4, 39, 38, 45, 0], [0, 1, 12, 25, 29, 20, 13, 27, 9, 14, 30, 22, 32, 10, 43, 45, 0]], [[0, 42, 22, 30, 14, 5, 36, 41, 23, 3, 38, 43, 32, 45, 0], [0, 33, 9, 6, 40, 21, 13, 25, 12, 29, 20, 8, 35, 37, 18, 26, 7, 31, 2, 19, 45, 0]], [[0, 28, 1, 18, 44, 24, 34, 15, 4, 39, 10, 45, 0]], []];31228
abs1n50,dat;49;5;1;1497;50;3600;46677,412;15,47%;808;6277,41;[[3,99], [3,9], [4,0], [3,94], [0]];76,36%;1,45;[[[0, 47, 33, 42, 36, 31, 28, 7, 11, 34, 38, 32, 1, 48, 39, 10, 29, 40, 45, 35, 50, 0]], [[0, 19, 49, 9, 25, 37, 41, 35, 14, 30, 46, 13, 44, 17, 15, 23, 43, 4, 20, 22, 50, 0]], [[0, 47, 18, 33, 36, 42, 26, 28, 11, 34, 32, 1, 3, 10, 29, 40, 46, 2, 24, 50, 0]], [[0, 19, 49, 9, 25, 22, 21, 20, 4, 23, 15, 17, 44, 30, 14, 35, 50, 0]], []];90548
abs1n50,dat;49;5;1;1497;30;3600,01;35274,973;27,89%;966;6294,97;[[4,0], [3,84], [3,88], [3,99], [0]];77,23%;1,41;[[[0, 42, 36, 31, 28, 7, 11, 34, 38, 32, 1, 48, 10, 29, 13, 44, 35, 41, 22, 50, 0]], [[0, 19, 49, 9, 25, 37, 35, 14, 45, 1, 48, 39, 10, 29, 40, 46, 30, 44, 17, 50, 0]], [[0, 47, 18, 33, 36, 42, 26, 3, 2, 44, 24, 27, 15, 4, 20, 22, 50, 0]], [[0, 19, 49, 25, 41, 35, 14, 45, 1, 48, 39, 10, 29, 40, 46, 30, 44, 13, 17, 50, 0]], []];99546
abs1n50,dat;49;5;1;1497;10;3600,01;17552,173;28,91%;1180;5752,17;[[3,99], [3,72], [3,68], [3,94], [0]];78,13%;1,35;[[[0, 19, 49, 9, 25, 8, 42, 36, 28, 11, 34, 38, 32, 1, 3, 45, 35, 22, 50, 0]], [[0, 18, 33, 36, 42, 26, 31, 45, 14, 30, 2, 46, 40, 39, 10, 29, 13, 44, 24, 17, 50, 0]], [[0, 47, 19, 49, 9, 25, 37, 41, 22, 21, 20, 4, 43, 15, 27, 50, 0]], [[0, 18, 33, 42, 36, 28, 31, 45, 3, 39, 10, 29, 40, 46, 30, 44, 24, 50, 0]], []];88356
